full_text,sentiment
@malakmalakmal Beberapa iklan produk boikot di televisi/streaming memunculkan tulisan Halal yang ukurannya lebih besar daripada biasanya di akhir iklan. Selain itu ada yang isi iklannya juga tentang 100% Indonesia dengan menonjolkan pemeran iklan berhijab di barisan depan.,negative
@babufess Mau info aja cmiiw ya Genshin ini developernya CN dan CN mostly live in their own bubble. Bahkan mereka udah lebih dulu lepas produk boikot Sosmed? Pake weibo Search engine? Pake bing atau yahoo Messenger? Pake wechat Makanan juga lebih sering promote merk lokal jadi safe.,negative
@convomf maaf oot ada yang punya rekomen pizza yang enak selain dari produk yg lagi di boikot??,negative
Kalian boikot produk krn alasan itu gw boikot tempat ini karena alasan .,negative
Justru aneh kalo mereka ga seberisik itu karena idol mereka seterang itu collab sama produk yang jelas-jelas boikot️,negative
Karena orientasinya belum ke orang Palestina. Masih mikirin diri sendiri aja dan rasa bersalah kalau belum boikot lebih banyak produk.,negative
@convomf Bener setuju. Fokus ke target boikot utama. Karna aksi boikot yang kita lakuin penjualan McD sempat anjlok 70% guys. Kalau udah tau begini puas bngt kan liatnya. Jadi ayo coba untuk fokus ke target boikot utama kita. Kalau ada artis/aktor yang memakai produk di atas ,negative
@TimpalBali Di Bali banyak koq produk Lokal yg enak2... JFC ACK yg punya itu warga Bali loh... kan enak ya kita Boikot produk yg notabene mendukung Genocide tp produk lokal terdongkrak... Lagi pula kalo memang mau pindah kerja di Bali loh lowongan waitress/ waiter tiap hari msh banyaak..,negative
@aquoatic @convomfs Mereka gak koar kok. Karna banyak yg ngehujat orang yg masih pake produk yg di boikot malah mereka jadi bingung. Mereka pengen boikot tapi cari penggantinya susah/gak ada tetep dipake takut nanti dihujat dipaksain pindah malah jadi rugi sendiri ujung nya merasa bersalah.,negative
@convomf Justru kita pake ig wa dll tuh untuk menyebarkan syiar kepada teman teman lain perihal ajakan boikot menjelaskan kepada mereka tentang produk produk yg ada di sekitar kita yg harus kita boikot menjelaskan dampak positif dari perilaku boikot kita terhadap ekonomi mereka dll.,negative
@nct_menfess 1. Iya sih bener tp kan tindakan kita ini pointnya untuk nunjukin keberpihakan kita humanity 2. Boikot produk ga cukup untuk saat ini kita perlu boikot member juga dari sini diharapkan ada efek jera ke mereka 3. Gaakan terjadi kalo semua kompak ngeboikot Plis enlighten me,negative
konklusinya adalah they know. they fucking already knowww!! tinggal pilih mau speak up tone deaf atau diem but take an action dibalik layar dengan nolak collab ga beli produk boikot dan bikin agensi melek akan konsekuensinya.,negative
@eky_muharrahman @convomfs syukur deh masih ada yang sepemikiran maksudku emg selama ini ada ngaruhnya kahh?? mereka negara sebesar itu yang bisa menyerang se brutal itu gak cuma berdiri dari hasil produk produk ini kali boleh boikot tapi jangan maksa,negative
@zer0failed Amerika &amp; Israel bantai rakyat Gaza = membela diri Warga dunia demo anti kebinatangan zionis israel amerika boikot produk = dicap sampah masyarakat DemoCRacY = Rule by Evil ️,negative
@starfess Yang Suho mah dia pro Palestina sih dia di depan umum aja bikin video terang²an untuk dukung. Sejelas itu. Trus dia ga ada mention produk boikot atau terang²an komsumsi itu apa lagi dikonser itu rame orang ga tau siapa yg bawa itu. Yg acara musik sponsor cc tu ga usah di hype,negative
Agree &amp; for me it's getting too much nowadays? Like suddenly we have to boycott everyone &amp; everything. Sebenernya ya terserah kalian mau boikot gmn. Tp jgn ngehujat org yg decided buat g boikot produk lokal... kemarin masih seliweran org2 yg ngehujat gara2 g boikot produk lokal..,negative
Walaupun Seruan Boikot Dilakukan Produk Kolaborasi Starbucks dengan NCT Terjual Habis di Hari Pertama #NCT https://t.co/PW251w6o26,negative
Review 7 bulan boikot produk pro israeel : 1. McD &amp; KFC : emang jarang mkn fastfood jd g ngefek. 2. Starbucks : byk yg lebih enak &amp; dah g mikir gengsi. 3. Subway : sejak buka di Mlg jd auto g tertarik sih. 4. Nestle : cari merk lain. Lagian nescafe &amp; milo Indo g seenak Malay.,negative
// Anyway maaf kalo aku berisik tentang topik ini ya. Pelan-pelan aja buat cari info tentang boikot produk misal masih bingung atau belum update terbaru. Yang penting tetap spread awareness buat sekitar kalian dan idols yang terlihat bandel siapa tau mereka mau dengar,negative
 guys plis stop up orang yang ngumbar kalo mereka masih pake produk boikot seakan nantangin. mereka tuh cuma caper amarah kalian itu yang mereka cari. biarin aja gausah komen apa apa. kalo dia tau dan sadar itu salah tapi masih dilakuin kalian ngomongin apa (cont..),negative
@sparklingnunna BENERRR karena orang awam kayak kita pun kadang belum tau keseluruhan produk boikot. apalagi orang korsel yang rata-rata warganya ignorant pasti kalau tau ya cuma BDS. aku 100% yakin atz peduli sama isu ini. track record mereka bagus soalnya.,negative
Masih termringis2 dalam hati ngeliat orang double standard treak2 boikot produk israel tp treak2 juga nyanyi dir gat wkwkwkw,negative
nct! guys yg punya template tentang boikot genosida dan produk nya untuk di bisa di kirim ke bubble boleh dong drop di rep,negative
@ababe @tanyarlfes woi semenjak rame boikot produk Wahyudi PRODUK DALAM NEGERI MULAI NAIK PAMORNYA kalo produk dalam negeri naik ya dia bakal nyerap lebih banyak karyawan jadi kesimpulannya LU YANG TOLOL,negative
@anotherrluvv Jangan dateng jangan ramein jangan beli. Selama mereka masih nyuruh manajemen nahan member buat bersuara tetap boikot wots. Walaupun bukan fokus produk yg di boikot.,negative
@adekjeon297 @starfess Bantu jawab itu disetir agensi gasih namanya idol (aktris / aktor) pasti ngikut aja. Ada konsekuensi kalo enggak mau / gak nurut sama agensi Dan lagi mereka iklan produk boikot pake kpop biar gampang lakunya tau sendiri anak anak muda sekarang ada biasnya langsung serbu,negative
@vvotanet org tu aneh yg di boikot produk nama jdi jeketinya ntr kalo hbs kontrak juga udahan,negative
@ssaudead pakai deodorant natural dari vert.terre di instagram aja kak! selain boikot bisa sambil selamatin bumi karna produk ramah lingkungan banyak varian kok kayak lemongrass jasmine dll ^____^,negative
Warganet ingatkan Alyssa Daguise untuk boikot produk yang dianggap pro Israel. https://t.co/N0KxdNfVkH,negative
@benerbet Jumpa vt di tiktok soal list aktris aktor korea yg boikot karna jd BA produk pro israel. Ji won termasuk list. Setau aku ji won itu promosiin bvglari. Eh di vt itu ditambahi2 jiwon sbg BA dior dan adidas. Kesel deh,negative
KFC di Bagdad Irak di rusak imbas kekejaman Genosida zionis di Gaza. Boikot semua produk-produk pro zionis laknatullah. https://t.co/qgIsrveCrG,negative
Gue tuh bingungnya gerakan ini lama kelamaan kayak jd ngelarang org buat happy. Kalo boikot produk doang kek yaudah okelah. Gue jg ada boikot seinget gue. Gabisa hafal semua produk. Tp kalo karena org ngerayain ulang taun tuh gmn ya,negative
Liat boikot produk Israel atau yang terafiliasi Israel ini bikin mikir bagaimana bisa mereka selama beberapa dekade akhir infiltrasi kehidupan kita sejauh itu. . Bahkan basic needs aja ada yang terafiliasi Israel. ,negative
Terus menyuarakan boikot itu satu hal menjaga agar masyarakat dan umat tidak terpengaruh oleh kampanye menyesatkan oleh perusahaan2 pro zionis itu hal yg lain lagi yg harus kita menangkan. https://t.co/AaAl4pBQTi,negative
@rarindrasejati @fluffymorkiee @tanyarlfes tp dia BA garnier yg jelas produk boikot,negative
@molyspace @ohmybeautybank Tambahan lagi. Ga perlu apa2 di share juga. Gue abis beli produk x gue cocok bgt pake produk x dll. Kek yaudah lu pake sendiri aja. Dan gausah juga ngehate org yg pake produk tsb kok lo pake x sih lo pro isriwil ya? Tp tetep boikot produk yg lain yg bisa diboikot,negative
dari sekarang aku akan boikot semua produk atau pihak yg nyata2 declare pro israel meski misalnya itu radiohead atau beatles sekalipun sedikit tapi aku yakin akan masif kalo kita semua mau melakukan itu class action #FREEPALESTİNE #AlleyesonRafah,negative
gue cmn berharap agensi bisa ngatasin masalahnya.. berharap banget kontrak dgn produk boikot bisa berakhir dgn cepat:(,negative
@tanyakanrl Jd gini Nder fokus boikot (at least versi aku) adlh mengganti produk peo zionis dng produk kontra zionis. Jd kl blm ada penggantinya (kyk gadget ya kita susah nemu produk gadget yg bener² bersih dr keterlibatan israhell) atau kl kamu dpt resiko kesehatan saat ganti produk ...,negative
@echachaa__ @convomfs kalo gitu ngapain lu beli centang biru? lu ga lebih baik dari orang yg menolak boikot produk kulit tertentu tau malah lu cewe terburuk,negative
@nct_menfess Gue ga akan mikir mereka se-powerless itu atas diri mereka sih. Kalo mau bilang titah sm maybe bcs of kontrak iklan. BUT THEN why just now? baru liat? Berati kalo ga ada gerakan boikot produk yg mereka iklanin?? Ga tau? Ini naik lagi sejak oktober loh. Noh sunbaenya aja bisa..,negative
Pokoknya selain app streaming aku boikot semua produk maupun platform yg berafiliasi dg zionist. So balik ke individu masing-masing ya. Boikot dimulai dari diri sendiri juga semoga seiring berjalannya waktu aku bisa lebih maksimal lagi. Aamiin,negative
Guys nahan diri buat boikot produk dan proyek artis yang zionist itu gak susah kok beneran. Gak bakal bikin kita meninggal juga. Bayangin orang-orang Palestina bukan nahan diri buat menikmati sesuatu tapi nahan diri dari ketakutan dan kesakitan!,negative
@malakmalakmal Boikot produk pro-Israel akan berefek positif bagi produk UKM ke depannya insyaallah. Dan perlahan kita mandiri,negative
@problemetik @tanyakanrl Fadil jaidi endorse rexona produk boikot padahal fuji an frestea,negative
@_aintover Ini contoh pegawai biasa apalagi ini artis di negara yg kita tau ketat masalah kontrak. Hati grundel tapi jadi pegawai mau gimana ka aku setuju si boikot produk bangsul ini tapi bilang anak anak hatinya ga baik tu ,negative
Guys please download apk ini. Berguna banget untuk tau produk-produk yg terafiliasi isriwil. Kalo mau belanja tinggal scan barcode yg ada di kemasan produknya aja nanti ketauan produk itu termasuk produk boikot atau bukan. Ayo sama-sama #Boikot produk-produk yg terafiliasi :') https://t.co/t9UZblNU7C,negative
Ayoo bantu doa buat saudara saudara kita yang ada di sana dan tetep boikot produk produk Israel!! All eyes on #Rafah https://t.co/H7pSEIkUsq,negative
sebanyak ini story gw tentang palestine setiap hari yet my irl friends masih banyak yg ga boikot produk atau artis yg pro zionist sedih sedih bgt sumpah they even said susah mau boikot artis ini peoples are dying and you still making it all about yourself? demi Allah sedih https://t.co/xULcnVE3rV,negative
Bentuk Dukungan ke Palestina DSKS Kembali Serukan Boikot Produk Israel https://t.co/niXUG6pH2d https://t.co/iQDrq4H9kb,negative
Yunjin kemaren ketauan minum Sbux walau fotonya 144p aja digoreng abis-abisan diungkit tiap ada kesempatan. Giliran ada idol yang fotonya HD nenteng produk boikot malah ada yang rilis MV produk boikotnya juga eh pada melempem. Lo pada kenapa sih galaknya pilih-pilih.,negative
Boikot mesti diteruskan meskipun terhadap syarikat yang menawarkan perkhidmatan atau produk dengan kualiti terbaik dalam industri. #DialogTigaPenjuru #AWANInews https://t.co/d3Y4FBLkCJ,negative
Gua mulai agak gerah ama pertarungan 2 opini : 1. Boikot semua produk yg support ISRA HELL 2. Boikot produk² penyokong utama ISRA HELL yang disepakati I personally prefer 2 but how about focusing on buying Ploduk ploduk Indonesia?? Boikot dapet UMKM terbantu ,negative
guys pls keep boikot inima bener aku juga kangen pisan mcd tp da moal paeh meren si gua ga makan mcd jujur pisan inima cuman itu yg bisa kita lakuin selain berdoa produk boikot lainnya bisa di cek di google soalna udh ada da skrg mah jujur pisan 90% barang aku boikot,negative
info aja guys kalo kita masih boikot produk yang lagi collab ini,negative
pliss lah setidaknya orang2 bisa boikot produk zionis suka sedih kalo liat tempat makan yg pro Israel masih banyak yang beli.... :((,negative
Kalo orang2 msh males dan gamau boikot produk zionist kata gue lo jahat bgt gak punya hati,negative
guys jangan lupa untuk tetep boikot produk zionis ya karena hal sekecil apapun bakal berdampak buat mereka #FREEPALESTİNA #RafahOnFıre,negative
Kita boikot produk kosmetik Israel jenama pakaian Israel tapi keluar rumah pakai tak tutup aurat tabarruj.Boikot barangan yahudi tapi perangai masih tiru yahudi nasrani.Maknanya kita tak faham lagi makna jihad sebenar.,negative
Guys please!!! Tetep boikot produk ini yaa,negative
Tabe Nda d boikot mi kah produk pro isriwil? Bgitu ji kah? Sebatas discount? Sebatas promo? No offense,negative
Kadang lucu +62 ini boikot produk zionist tp ttp nntn band yg bersuara bahwa zionist itu benar. Aneh uga. .,negative
 spill produk yang di boikot sini biar reminder buat kita semua,negative
Kemaren sering banget liat berita Palestine. Sekarang udh skip terus. Bukannya tidak simpati atau apa tapi nggak kuat akutu baca berita mereka apalagi kalo ada video2nya. Ngilu sendiri tapi nggak bisa ngapa2in kecuali boikot produk pro zionis dan berdoa banyak2 buat mereka.,negative
Sebenarnya kita dukung hal baik bang itupun seperti Elon musk membantu Zionis tapi X dan Starlink meroket pembelian nya gak ada desakan boikot produk Elon.,negative
Yuk guys terus boikot produk zionist aku harap temen-temen terdekatku juga mulai aware sama hal ini,negative
Tujuan boikot produk bukan buat ajang permusuhan antara yang pro dan kontra. Adanya boikot supaya brand yang dimaksud MENYUDAHI BANTUAN ke isrl dalam bentuk apapun. Fokusnya BDS Indonesia meliputi brand berikut. Jangan dipake. Karena mereka kasih bantuan dalam jumlah masif. https://t.co/7b8VnwWsqk,negative
Gaada yang bisa kita lakuin selain bantu doa donasi dan boikot produk yang support pembantaian ini,negative
Banyak juga ya perpecahan soal boikot produk zionist. Aku cuma mau ngingetin lagi deh ya secara global tuh fokus boikot produknya lebih sedikit seperti dibawah ini. Aku setuju kalau misalnya kita fokus boikot produk2 yg ini dulu supaya dampaknya lebih besar karena ini ,negative
disaat kita sibuk boikot produk yg udah di list BDS zionist indon ini sibuk dengan lah lu aja masih pake sosmed munafik kontol,negative
dukungan terhadap Palestina termanifestasi dalam berbagai bentuk termasuk gerakan boikot terhadap produk-produk yang dicurigai terafiliasi dengan israhelll. #BoikotIsrael #AllEyesOnRafah,negative
?!?!?!?!? bodoh bgt. lu ngomong gini coba ke kasir mcd/starbak atau yg sedang bekerja di bawah produk boikot. apa gak diomelin balik lu?! gausah jauh2 ke bchan lu demo sana org2 indo yg masi kerja di brand produk boikot. jgn hipokrit,negative
kalo km ga boikot produk si onoh yaudah diem aja jgn hujat yg lagi boikot. kembali ke pribadi masing2 :)) wes tuwek gausa kakean cangkem ngeribeti dompet wong liyo! heran aku!,negative
Unfollow aja fanbase yang masih support produk yg di boikot kaya @myriceball_ @a2ebbi karena mereka cuma mentingin engagement ga peduli idolnya bakal di drag dan ga ada rasa kemanusiaan juga + tone deaf ,negative
Respect sama temen temenku yang nonis tapi masih perduli palestine dan ikutan boikot produk atau makanan minuman pro israel,negative
Sebelum ni boikot sebab produk tu bekerjasama dgn israel tapi sekarang ni dah dicampuraduk dggn boikot bmf pulak. Benda yg x berkaitan dgn israel pun diboikot katanya produk kafir.,negative
@weishenvess pasar wayv di indo lebih dikit dibanding unit lain jdi populasi followers ig org indo jg gk sebanyak unit luar. agenda ini besar besaran cuman di indo apalagi agenda unfollow dll krn sejauh ini lihat fanbase negara lain cmn himbauan boikot produk collab brandnya doang.,negative
@opposite6892 Halah smua rata² pada munafik... Pdhal pake standrt ganda... Sok²an boikot slah 1 produk.. yg lainnya tetap dipake ,negative
@tanyakanrl Ya emang hak dia sih mau boikot apa ga yang penting kita gk ikut ikutan dan gk beli produk boikot. Urusan masing-masing aja kita gbisa maksa yg pada bebal utk ikut ngeboikot,negative
@lilaccountz kalo kamu berkenan coba download apk 'No Thanks' aja kak jadi semisal mau beli sesuatu tinggal di scan aja apakah itu produk boikot atau bukan,negative
@starfess Bukan satu dua GG aja Semua artis K-Pop itu pake produk zionis ya Jadi ba Bukan makanan minuman aja Tuh baju bermerek semua kan brand zionis kalau mau boikot gak usah ngestand KPop aja sekalian Soalnya semua pasti pada pake brand itu dan promosiin,negative
Gak byk yg bisa aku lakuin utk mereka saat ini kecuali doa donasi dan boikot. Keluargaku udh mulai perlahan meninggalkan produk perusahaan yg terafiliasi zionis sejak 2007/2008. Perkara boikot ini jg bukan hal baru buatku. Lagi2 aku seneng krn skrg lbh byk orang yg aware ,negative
@malakmalakmal ngaruh sih kayaknya kelihatan kok di supermarket produk-produk boikot pada ngasih hadiah budling gitu. Cuman moon maap aja gak ngaruh di gue. Masih banyak pilihan lain,negative
Rilis Produk Kolaborasi Bareng Starbucks Fans Serukan Aksi Boikot SM dan NCT https://t.co/4idwO91NDp,negative
@fessthai Jgn nunjukkin terang2an lg konsumsi produk boikot. Berilah sedikit rasa kemanusian walau hal itu ga terjadi didiri atau kerabat kamu sendiri,negative
@starfess Kalau permember udah gak setauku Tp kalau label. Mau gak mau sih jadinya krn hybe join begituan. Namanha juga artis guys. kalau mau disangkut pautin ke labels ya jadinya mau gak mau pkk produk itu tp kalau pribadi udah gak ada menurtku. Pakek produk boikot pun foto lama,negative
Fokus utamanya mau boikot produk tapi kok keliatannya malah jadi boikot gru yak? Dengan ga membeli menyebarkan dan ngehype produknya itu udah termasuk boikot produk lho padahal.,negative
guys aku sering ngajakin temenku boikot produk yg dukung israel sbux sama mcd contohnya. tapi temenku gamau ikutan boikot karena alasannya kalo diboikot ntar yg kerja disitu gimana? hmmmmmmmmmm ,negative
kok ada ya orang bebal banget??? banyak yg bersuara buat boikot produk itu malah dia dengan santainya makan itu dibuat sw lagi,negative
yuk sebisanya boikot produk yg terafiliasi dengan israel. kalau ga bisa minimal kita ga bayar produk atau layanan dengan produk yg terafiliasi dengan israel. contohnya facebook x dll,negative
@nct_menfess Taeil yang selalu suka kopi sbux aja sejak hal ini ramai udah gak pernah aku liat dia tenteng minuman atau apapun itu yang berkaitan sama produk boikot. Tolong tegur aku kalau aku salah. Terkecuali memang ada ikatan kerjasama kaya puma dia masih aktif memang,negative
@convomfs Makin kesini kaya Berasa di tantangain ga sih?? Udah lama lho produk ini di boikot dan idol yg sbelum2 juga selalu kena tegoran fans Ehhh ini bayik baru mulai naik aja udah mulai beringkah,negative
@Luljongin88 @jyhbearr hallooo konteks yg gue omongin bukan soal itu btw tapi kalo pada mo kritik dan ngingetin mereka berdua soal endorsan produk boikot itu bole bgt btw tapi konteksnya beda yg gue omongin ,negative
@Luljongin88 @jyhbearr gue jg beberapa kasi kritik ke mereka slide into their dm ngasi tauu kalo itu produk boikot biar lebi hati2 jg nerima2 endorsan gue jg bukan yg gila2 bgt koo ,negative
gpp ngga ikutan share template genoside di story yang penting dari awal boikot semua produk pro israel. ,negative
@convomf ga ikutan boikot bkn berarti dukung isrl org yg beli produk yg diboikot jgn difitnah dukung isrl tapi beli karena kebutuhan harusnya itu kalian serang negara2 arab para pengimpor minyak spy boikot ekspor minyak ke isrl dalam beberapa minggu hancur ekonomi isrl,negative
Tahniah dekat siapa yang masih kekal boikot all produk israel is another level of limited edition,negative
@fotodakwah Aku no 1 n 3 sdh no 2 blm krn sebab tertentu n memboikot be2rp produk yg berhubungan dgn zionis yahudi laknatullah walau blm semua ku boikot..,negative
@starfess Padahal yang boikot itu yang soft selling itu artinya mereka dukung produk zionis kalau konsumsi pribadi itu balik ke pemikiran masing masing jangan jauh jauh ke idol temen kalian sendiri juga ada kan yg begini,negative
@flawlssssss Apalagi nnti setelah boikot besar2an semua produk isriwil ga laku &amp; perusahaan bangkrut pasti bnyak yg di PHK bnyk pengangguran kriminalitas makin tinggi perekonomian negara ini otomatis hancur dong kak. Coba pikirkan nasib org lain di negara kita sendiri dlu kak gausah muluk2,negative
@nkectar @convomfs Wah kayanya ada kak dulu awal awal boikot tuh semua pada tuker informasi kek skincare dan produk sehari-hari kita yg udh cocok tp ternyata pro sonooo Kalo Dove katanya pake Emeron dan kandungannya emang sama wkwk Trs kalo Cetaphil pake evepure apa yak katanya. Semangat kak ,negative
Yang masih berkelit buat sekedar boikot produk yang terafiliasi israhell emang paten lo pada ️️️,negative
@amethysdw Gapapa kl menurutmu boikot itu harus semuanya. Tp please jgn pake twitter ig dan WA juga soalnya ini kan produk zionistttt . Kalo bisa ganti make up skincare pun kami mau kok tp skrg blm nemu yg cocok. Gak semuanya hrs diboikot including sosmed,negative
@2lrshi Gw bingung sama orang yg berani post foto minuman itu apalagi itu produk yg paling terkenal diboikot. Kalo emang lu masih gabisa boikot itu produk kenapa berani ngepost ya? Kan bisa minum diem² ,negative
@opposite6892 Produk teknologinya kok ga ente BOIKOT sekalian ...semua chipprosesor,negative
@Abeduh_ waduh... kaptennya aja blunder ketahuan konsumsi produk yang di boikot centernya juga terang-terangan nunjukin masih pakai beauty brand yang di boikot ,negative
Let me keep this receipt as an insurance. Untuk menghindari kesombongan nominalnya cuma bakal dibuka kalo suatu hari aku kena hujat ggr post foto produk boikot. When that day come I would be like nyoh https://t.co/UrF32I5BQj,negative
Tetap boikot produk yg terafiliasi dengan Israel #allayesonrafah #freepalestine #GazaHoloucaust https://t.co/hMcWxvyl5x,negative
Kencengin boikot produk yang ngedukung zionist guys,negative
Ngeliat orang2 masih makan produk boikot gua sampe sabun mandi aja ga make produk boikot lgi . Paling ngga klo ga ikut koar2 bela jangan beli produk pro isriw lagi Ini udah diem aja masih pake produk boikot pas diingetin malah denial and hating people Gws kamu sakit,negative
Boikot produk terafiliasi dukung Israel sekarang bukan sebuah pilihan tapi keharusan.,negative
Rekomendasiin micellar water dong (no produk boikot) huhuhu aku bingung,negative
Pls dong semua ayo boikot produk yg terafiliasi sama zionist. Tega bgt kalian masih makan ituu kan ada penggantinyaa yg lain.,negative
gw tuh bingung sama temen2 gw yg bilang boikot produk zionist tpi dia masih suka makan di mekdiiii aneh ga sih ?! pengen gw ingetin tpi takut kesinggung ,negative
Meskipun gerakan boikot terhadap berbagai produk yang diduga terafiliasi dengan israhelll baru pertama kali terjadi namun jika kita cermati lagi boikot yang terjadi hari ini senada dengan janji kemerdekaan yang tertuang dalam Pembukaan UUD 1945. #BoikotIsrael #AllEyesOnRafah,negative
Nggak tau udah ngomong berapa kali tapi saranku lebih baik ngikutin list boikot dari BDS aja. Yang fokus dan terarah. Bisa boikot produk lain di luar list ini juga bagus tapi prioritasnya ada di perusahaan-perusahaan ini.,negative
Gw nangis banget Ya Allah sama peristiwa di Rafah. Ya Allah kayak hati gw keiris. Kalau kalian masih punya hati. Tolong minimal bantu dengan boikot produk zionis ya ,negative
Kalo mau cari tau lebih produk yg support israel untuk boikot silahkan tapi fokus boikot produk yg dilist sama bds supaya efek boikotnya lebih berasa,negative
@nakajishi di sini gue heran kenapa lu semua maksa dan ngehate sedemikian rupa orang yg ga speak up atau masi beli produk boikot? kalo lu fokus naikin isu tanpa hate speech sama orang yang belum tergerak pasti ada kok orang yang akhirnya join tapi ini? ngajak tapi mencaci???,negative
semoga kita semua istiqamah yah untuk boikot produk-produk pendukung zionis Z1onis biadab,negative
selain rame nyebar ginian jangan lupa sebar juga postingan ttg rafah link donasi dan produk apa aja yg perlu di boikot. semoga menfess2 kayagini beneran bentuk peduli bukan dijadiin ajang fanwar doang.,negative
@starfess Semua idol K-Pop kek berlomba lomba ye kolab sama produk boikot Tolong jgn sampe bro bro gue jg ikutan Siapa lagi lelaki penghibur gue kalau mereka juga ikutan ngiklan onoh ,negative
@txsuga1 @Nahdliyatul42 @starfess Soal jisoo terlepas dia tau atau ga soal boikot bbrp produk dia tetep salah utk kejadian foto sbux tapi setelah fans2 nya ngedukasi kirim email bahkan mention org terdekatnya utk kasih tau dia dia udh ga pernah lagi post lagi minum sbux,negative
@nct_menfess Sebenarnya boikot akan lebih berasa dan lebih ngaruh kalau kfans turun tangan dg tidak beli apapun bentuk produk dari collab tsb (soalnya produk collab itu kan baru mau launching di korea). Tp ya kita tetap boikot lewat unfollow massal stop streaming-beli merch seenggaknya-,negative
@tanyakanrl Why? Cz the boikot works... ada gk sih mv yg terang2an begitu ngasih produk? Ada... mv promosi dagangan yg emang sengaja dibikin bukan dari artisnya yg keluarin mv dan isinya banyak iklan. Dulu mah iklan bener2 sehalus mungkin smpe gk keliatan udah sepi ya makannya gini?,negative
@tanyakanrl Curiga deh brand brand yang kena boikot nih pasti rela bayar mahal artis kpop buat jadi BA nya mereka tau kalo mereka di boikot makanya mereka melakukan segala cara supaya produk mereka tetep bisa narik perhatian ya salah satunya begini memanfaatkan artis kpop.,negative
Kinda agree with this! Gerakan BDS emang lebih efektif kalau kita kompak boikot produk besar kayak di bawah ini: https://t.co/vwJblJi8xi,neutral
Lagi kontrol di RS trus mampir ke kantinnya. Kulkas kantin yg dari A*UA yg dulu isinya full A*UA sekarang diisi sama Cleo. RS Islam menerapkan boikot produk Zionis. Salutttt,negative
Haduh doa itu harus tapi yang bisa kita lakukan buat bantu ya cuma ini. Ini app punya zionist? Kita share ttg genocide disini seengganya dengan boikot bbrp produk itu bisa mengurangi dana masuk ke israel. Tolong lah icha hadeh.,negative
makin jijik lagi liat kpopers yg blindly defending the idols like they weren t grown ass adults that have brains. seenggaknya tidak membela dan gak ngebantah kalo emang mereka pakai produk boikot kek. this parasocial disease is really terrible.,negative
@mikamameow @lilaccountz Gpp ko asal gak beli lagi produk yg di boikot,negative
@bellispperennis @nikifisipol Posting gini kalo ga ikut boikot dan masih bikin vt produk boikot ya same aje bokis lah Suhaylah.,negative
@flawlssssss Hi kak sbelummya mohon maaf ya. Aku mau menyampaikan beberapa hal terkait postingan kaka syarifah yg ga ikut boikot produk2 isriwil. Jgan baca pake emosi tpi pls open mindset. Produk isriwil itu sudah mendominasi indo dan perusahaannya sudah menyebar ke seluruh indo.,negative
@crowdedrep @ohmybeautybank Gapapa kak akupun sampe skrg belom nemu lotion yang bisa gantii produk boikot udh ganti ke yang lain alhasil badan aku gatal gatal akhirnya bentol merah dan membekas item lagi. Ini demi kesehatan aku jujur aku tetep beli tp udh gapernah aku share sama skali. Gitu aja ka,negative
Contoh kecilnya ya boikot produk dan artis/seleb pro Israel. Semudah itu aja klo emang bukan pribadi yg suka berkoar di socmed. Jadi ini gada kaitannya dengan agama. Gak berkoar belum tentu tutup mata atas genosida yg terjadi di Rafah ,negative
@opposite6892 Kenapa gak boikot media sosial dan HP ya... Kalau mau boikot.. sekalian .. jangan tanggung2... Media sosial lebih besar dana nya Dari pada produk makanan dll.,negative
@ShinFa_04 @Tankjw445 @convomfs Lah maksudnya cocok di sini apa? 1 minggu jga dah tau fwnya ada efek negatif ke kulit atau engga. Klo yg anda maksud cocok itu soal efek mencerahkannya nguatin skin barrier dll itu bukan urgensi buat ttp pke produk boikot,negative
@Firmanningsih1 @opposite6892 Pekerjaan di dunia ternyata hanya di tmpt yg produk nya di boikot lah??? ,negative
@duobutterflies @tanyakanrl Dahlah temen gw gw imgetin boikot produk bilangnya gini bodo amat sama darah anak kecil biarin anak kecil meninggal hadeh parahhhh,negative
Ratusan Warga Garut Suarakan Boikot Produk Israel Bagikan Es Krim Semangka Dukung Palestina https://t.co/tCP5xsVj8a,negative
shadira kmaren waktu dikasih tau lego boikot produk ya ngeyel,negative
@convomfs Gpp kok pake produk boikot klo emang produk itu udh bener2 gabisa disubtitusi sama produk lain jangan sampe ngorbanin diri sendiri ya karna yg di Palestina berjuang buat terus hidup jangan sampe kita udh hidup enak malah nyiksa diri sendiri btw maaf klo opiniku mungkin salah,negative
@molyspace @ohmybeautybank Selama sudah berusaha cari penggantinya maka pendapat ini tepat. Tapi pendapat ini ga bisa digunakan kalau kita belum berusaha mencari produk penggantinya. Usahakan dulu boikot. Kalau ternyata ga ada yang cocok dan menimbulkan mudharat barulah dengan TERPAKSA tetap pakai ~,negative
@molyspace @ohmybeautybank betull kalo emang bisa diganti pake alternatif gantilah.. tapi kalo emg gabisa insyaallah gapapa selama bukan produk haram (bagi yg islam). tapi kalo ky Starbucks mcd pizza hut dsb. kan masih bisa bgt buat diganti alternatif lain.. jadi ttp boikot..,negative
@tanyakanrl beli produk yg diboikot itu bukan berarti dukung isrl tapi karena kebutuhan aja semua org bisa dukung palestina dengan cara beda beda tanpa harus ikutan boikot ini itu jadi yg org beli produk yg diboikot jangan difitnah dukung isrl,negative
